word, frequency in 1, frequency in 2, frequency in 3, frequency in 4, frequency in 5, probability in 1, probability in 2, probability in 3, probability in 4, probability in 5, score,stdev
apart,0.06652,0.02347,0.01631,0,0,0.625776105,0.220790216,0.153433678,0,0,1.527657573,0.229732865
settings,0.06652,0.12742,0.11215,0.15452,0.15483,0.108085272,0.207038867,0.18222735,0.251072403,0.251576108,3.331015209,0.053070171
seller,0.06652,0.01006,0.0102,0,0.01408,0.659528059,0.099742217,0.10113028,0,0.139599445,1.860400555,0.234367706
fine,0.06652,0.17772,0.19371,0.13427,0.08525,0.101175719,0.270308911,0.294629413,0.204222246,0.129663711,2.990889318,0.07566945
problem,0.06652,0.057,0.09176,0.05861,0.03499,0.215358715,0.184537685,0.297073297,0.189750065,0.113280238,2.801055426,0.059200636
yet,0.06652,0.01677,0.01835,0.04689,0.04263,0.347980749,0.087727558,0.095992886,0.245291902,0.223006905,2.907616656,0.097879065
later,0.06652,0.03353,0.02243,0.02131,0,0.462619097,0.233187287,0.155991376,0.148202239,0,1.989776758,0.151452932
safety,0.06652,0,0,0,0,1,0,0,0,0,1,0.4
button,0.06652,0.11066,0.12438,0.11296,0.0748,0.135943759,0.226150576,0.254189487,0.230850977,0.152865201,3.038543285,0.046684103
need,0.06652,0.06706,0.10195,0.09911,0.11421,0.148200958,0.149404033,0.227136014,0.220808733,0.254450262,3.283903308,0.043306559
looking,0.06652,0.07712,0.08972,0.07246,0.10375,0.162414239,0.188295041,0.219059013,0.176917255,0.253314452,3.170422638,0.032521333
guess,0.06652,0.04024,0.04486,0.02238,0.01247,0.356732987,0.215798788,0.240574891,0.120019306,0.066874028,2.324502601,0.100578913
hairdryer,0.06652,0.13748,0.15701,0.16198,0.17855,0.094819968,0.195968868,0.223807623,0.230892038,0.254511503,3.354306241,0.055806297
returned,0.06652,0.1073,0.02855,0,0.01126,0.311379488,0.50227028,0.133642279,0,0.052707953,1.98038665,0.18432092
cool,0.06652,0.1006,0.14477,0.12042,0.10214,0.124464403,0.188230892,0.270876602,0.225315745,0.191112358,3.170380765,0.048140437
light,0.06652,0.1073,0.11419,0.21207,0.19946,0.09509106,0.153386511,0.163235841,0.30315636,0.285130228,3.529848186,0.08052167
company,0.06652,0.01006,0.01631,0.01705,0.01086,0.550662252,0.083278146,0.135016556,0.141142384,0.089900662,2.13634106,0.176859796
past,0.06652,0.04024,0.02447,0.02771,0.03378,0.345163968,0.208800332,0.126971773,0.143783728,0.175280199,2.595215857,0.07778751
save,0.06652,0,0,0,0.01448,0.821234568,0,0,0,0.178765432,1.715061728,0.318239939
loud,0.06652,0.09724,0.10603,0.07246,0.0555,0.167240729,0.244475173,0.266574481,0.182174733,0.139534884,2.882287869,0.047868868
such,0.06652,0.01341,0.02651,0.02558,0.03579,0.396400691,0.079911805,0.157976283,0.152434301,0.21327692,2.706274954,0.106957161
sent,0.06652,0.03689,0.02447,0.01598,0,0.462393994,0.256429862,0.170095927,0.111080217,0,1.929862366,0.155457981
noticed,0.06652,0.04359,0.01427,0.01918,0.01609,0.416661447,0.273034764,0.089383025,0.120137801,0.100782963,2.21534607,0.127070347
caught,0.06652,0.01677,0,0,0,0.798655301,0.201344699,0,0,0,1.201344699,0.309318599
causing,0.06652,0,0.01223,0,0,0.844698413,0,0.155301587,0,0,1.310603175,0.327912791
send,0.06652,0.03018,0.01631,0,0,0.588620476,0.267056013,0.144323511,0,0,1.555703035,0.218459266
love,0.06652,0.03689,0.0836,0.22592,0.65067,0.062542309,0.034684092,0.078600978,0.212410681,0.611761941,4.276165852,0.214785293
re,0.06652,0.03353,0.03466,0.04582,0.03418,0.309813236,0.156164128,0.161427041,0.213404126,0.159191468,2.75599646,0.058844559
cheaper,0.06652,0.02347,0.02651,0.01705,0.0181,0.438641609,0.15476426,0.174810419,0.112429937,0.119353775,2.31909001,0.121493156
reviews,0.06652,0.09389,0.09991,0.07566,0.07802,0.160676329,0.22678744,0.241328502,0.182753623,0.188454106,3.011521739,0.029673922
retract,0.04435,0.03353,0.02855,0.02451,0.01086,0.312764457,0.236459803,0.201339915,0.172849083,0.076586742,2.46403385,0.077478952
fits,0.04435,0.01006,0.01631,0.01812,0.03579,0.355853326,0.080718928,0.130867367,0.145390355,0.287170023,2.927304822,0.103805954
flimsy,0.04435,0.01006,0.02447,0,0,0.56224645,0.127535497,0.310218053,0,0,1.747971602,0.213832464
flow,0.04435,0.03018,0.04486,0.04049,0.03016,0.233371922,0.158808672,0.236055567,0.213060408,0.158703431,2.904914755,0.034601721
lint,0.04435,0,0,0.01066,0,0.806217051,0,0,0.193782949,0,1.581348846,0.312261994
fluke,0.04435,0.01006,0,0,0,0.815107517,0.184892483,0,0,0,1.184892483,0.315780143
flat,0.04435,0.02012,0.02447,0.03943,0.04383,0.257549361,0.116840883,0.142102207,0.228977933,0.254529617,3.106097561,0.058979186
stand,0.04435,0.03018,0,0.01918,0,0.473268595,0.322057411,0,0.204673994,0,1.936079394,0.184171432
st,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
small,0.04435,0.09724,0.09176,0.14067,0.14397,0.085619414,0.187725632,0.177146277,0.271568949,0.277939729,3.468483948,0.070643594
folding,0.04435,0.01677,0.02243,0.0309,0.02976,0.307537619,0.116288746,0.155537064,0.214270855,0.206365717,2.895638305,0.064487279
legs,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
heats,0.04435,0,0.0102,0.01385,0.01005,0.565328235,0,0.13001912,0.17654557,0.128107075,2.30210325,0.191875348
sending,0.04435,0,0.0102,0,0,0.813015582,0,0.186984418,0,0,1.373968836,0.314946824
six,0.04435,0.03018,0.01223,0,0,0.511180267,0.347856155,0.140963578,0,0,1.62978331,0.201086996
hold,0.04435,0.10395,0.09788,0.06394,0.06113,0.119461279,0.28,0.263649832,0.172228956,0.164659933,2.982626263,0.061575868
shut,0.04435,0.02012,0,0.01705,0,0.544038273,0.246810599,0,0.209151129,0,1.874263984,0.200318401
shot,0.04435,0.02347,0.06525,0.03943,0.03097,0.217968251,0.1153487,0.320686096,0.193787782,0.152209171,2.946920922,0.06982319
into,0.04435,0.08048,0.05302,0.05861,0.05188,0.153811473,0.279114934,0.183880141,0.203266976,0.179926476,2.976382049,0.042581738
shipping,0.04435,0.02012,0.02039,0.01279,0.03298,0.339508536,0.154022813,0.156089719,0.097910128,0.252468805,2.769807854,0.08565041
shipped,0.04435,0,0,0,0.01126,0.797518432,0,0,0,0.202481568,1.809926272,0.308880053
heating,0.04435,0.03018,0.01631,0.01385,0.01448,0.372157422,0.253251657,0.136863305,0.116220525,0.121507091,2.361668205,0.099639647
issue,0.04435,0.02347,0.03466,0.04263,0.01729,0.273091133,0.144519704,0.213423645,0.2625,0.106465517,2.784729064,0.065200492
minutes,0.04435,0.08718,0.04894,0.065,0.1118,0.124135808,0.24401713,0.136983234,0.181935231,0.312928597,3.315503681,0.070346571
severely,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
itself,0.04435,0.04695,0.05505,0.02344,0.01408,0.241203024,0.255343449,0.299396313,0.127481373,0.076575842,2.542883559,0.083824445
july,0.04435,0.01677,0,0,0,0.725621728,0.274378272,0,0,0,1.274378272,0.283482038
kept,0.04435,0.03018,0.01835,0,0.01086,0.427511085,0.290919607,0.176884519,0,0.104684789,2.0634278,0.148085775
minute,0.04435,0.01677,0.0102,0.01279,0,0.527285697,0.199381762,0.121269766,0.152062775,0,1.898109618,0.176415837
lasted,0.04435,0.11066,0.04894,0.04049,0.02815,0.162698558,0.405957665,0.179537034,0.148538098,0.103268645,2.623720606,0.106050906
late,0.04435,0.01677,0,0,0,0.725621728,0.274378272,0,0,0,1.274378272,0.283482038
nearly,0.04435,0,0,0.01492,0.01086,0.632396977,0,0,0.212747754,0.154855269,2.257664338,0.232020558
getting,0.04435,0.04695,0.04282,0.03943,0.04544,0.202520663,0.214393351,0.195534043,0.180053884,0.207498059,2.975615325,0.011726342
girlfriend,0.04435,0,0.0102,0.01385,0,0.648391813,0,0.149122807,0.20248538,0,1.905701754,0.238180555
give,0.04435,0.03353,0.05098,0.08206,0.03499,0.180350535,0.136350697,0.207311618,0.333699321,0.142287829,3.121223212,0.071689606
needs,0.04435,0.01677,0.04078,0.04369,0.02534,0.259462938,0.098110338,0.238577195,0.255601708,0.148247821,2.935061136,0.065077465
needless,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
somebody,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
goes,0.04435,0.02683,0.01427,0.01918,0.01528,0.369860729,0.223751147,0.119005921,0.159953298,0.127428905,2.451338504,0.092571191
going,0.04435,0.08718,0.05913,0.04689,0.05067,0.153875512,0.302477274,0.205155784,0.162688224,0.175803206,2.904066338,0.054098606
some,0.04435,0.04359,0.11623,0.12788,0.09491,0.103873899,0.102093873,0.272226907,0.299512835,0.222292486,3.434256136,0.082996774
retracting,0.04435,0.01677,0.02651,0.01172,0,0.44640161,0.168797182,0.266834424,0.117966784,0,2.056366381,0.150255554
guy,0.04435,0,0.0102,0,0.01046,0.682202738,0,0.156898939,0,0.160898323,1.957391171,0.251358757
hadn,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
hand,0.04435,0.05365,0.04486,0.05968,0.05509,0.172146101,0.208244381,0.174125684,0.231650041,0.213833793,3.106781043,0.023265376
happen,0.04435,0.01341,0.0102,0,0,0.652589759,0.197321954,0.150088287,0,0,1.497498529,0.239723107
smoking,0.04435,0.01341,0,0,0,0.76783241,0.23216759,0,0,0,1.23216759,0.297814842
happy,0.04435,0.05365,0.03263,0.1023,0.13633,0.120105075,0.145290581,0.088365921,0.277040568,0.369197855,3.629935547,0.106208898
least,0.04435,0.03689,0.04282,0.02771,0.02373,0.252706553,0.21019943,0.243988604,0.157891738,0.135213675,2.712706553,0.046448638
hear,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
unplugged,0.04435,0.01006,0,0,0,0.815107517,0.184892483,0,0,0,1.184892483,0.315780143
quick,0.04435,0.01006,0.01835,0.0373,0.04464,0.286683904,0.065029089,0.118616677,0.241111829,0.2885585,3.179831933,0.091528446
wattage,0.04435,0.01006,0.01631,0.01812,0.0185,0.413173095,0.093720887,0.151947084,0.168809391,0.172349544,2.593441401,0.110258336
wasn,0.04435,0.07042,0.03263,0.02984,0.01408,0.231810579,0.36807443,0.170551955,0.155969057,0.073593979,2.471461426,0.098025834
breaks,0.04435,0,0.01223,0,0,0.783845882,0,0.216154118,0,0,1.432308236,0.303689634
warranty,0.04435,0.04359,0.04078,0.03304,0.01528,0.25050836,0.246215545,0.230343425,0.186624492,0.086308179,2.612008586,0.061175859
warm,0.04435,0.09389,0.05709,0.06394,0.03298,0.151753636,0.321266039,0.19534645,0.218785287,0.112848589,2.819709153,0.070715027
pleased,0.04435,0.01006,0.01631,0.04156,0.05751,0.261205018,0.059249661,0.096059839,0.244772955,0.338712527,3.340538312,0.105457149
plastic,0.04435,0.06706,0.06729,0.0373,0.01568,0.191427831,0.289450967,0.290443715,0.160997928,0.067679558,2.624050414,0.084005814
quit,0.04435,0.04359,0.01835,0,0,0.417254681,0.410104431,0.172640888,0,0,1.755386208,0.185521961
came,0.04435,0.03689,0.07952,0.03517,0.06032,0.173073171,0.143960976,0.310321951,0.13724878,0.235395122,3.117931707,0.065156565
us,0.04435,0.01677,0,0.01492,0.02373,0.444522402,0.168086599,0,0.149543951,0.237847048,2.568106645,0.144767318
caused,0.04435,0.01341,0,0,0,0.76783241,0.23216759,0,0,0,1.23216759,0.297814842
quot,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
rating,0.04435,0,0.01223,0.01279,0,0.639325357,0,0.176300995,0.184373649,0,1.905722935,0.234013929
website,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
cheap,0.04435,0.08383,0.08972,0.03836,0.04383,0.147788997,0.279349528,0.298976974,0.127828318,0.146056183,2.845013163,0.073399543
cheaply,0.04435,0,0.0102,0,0,0.813015582,0,0.186984418,0,0,1.373968836,0.314946824
seconds,0.04435,0.04359,0.0102,0.01279,0,0.399801677,0.392950509,0.091949878,0.115297936,0,1.922744073,0.164924151
unless,0.04435,0,0.01223,0,0,0.783845882,0,0.216154118,0,0,1.432308236,0.303689634
clearly,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
per,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
cold,0.04435,0.04024,0.03059,0.04476,0.05067,0.210578795,0.191064052,0.145244765,0.212525521,0.240586867,3.081477613,0.031604051
color,0.04435,0.04359,0.03466,0.065,0.06635,0.174640677,0.171647962,0.13648356,0.255955897,0.261271904,3.257570388,0.049732444
pay,0.04435,0.02012,0.03466,0,0.01206,0.398866805,0.180951524,0.31171868,0,0.108462991,2.238240849,0.141965445
two,0.04435,0.12072,0.13254,0.08845,0.10496,0.090322186,0.245855566,0.269927905,0.180135229,0.213759114,3.181153517,0.06261915
realized,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
trying,0.04435,0.03353,0.02243,0.02131,0.0185,0.316514416,0.23929489,0.160077077,0.152083928,0.132029689,2.543819583,0.06874511
try,0.04435,0.06371,0.04894,0.0373,0.04062,0.188787672,0.271198706,0.208326239,0.158777456,0.172909927,2.855823259,0.039236382
may,0.04435,0.04024,0.05505,0.04476,0.01568,0.221661335,0.201119552,0.275139944,0.223710516,0.078368653,2.736005598,0.065532971
zero,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
scary,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
process,0.04435,0.01341,0,0.01172,0.01086,0.552028877,0.166915609,0,0.14588001,0.135175504,2.145257655,0.185553279
allowed,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
alone,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
always,0.04435,0.05365,0.03874,0.05009,0.0756,0.168997447,0.204435469,0.147620318,0.190869946,0.28807682,3.224593225,0.04809438
prime,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
won,0.04435,0.03353,0.02855,0.03623,0.03458,0.250225683,0.189178515,0.16108102,0.204412097,0.195102686,2.904987587,0.028975372
manufacturer,0.04435,0.02012,0.02039,0,0,0.522625501,0.237096394,0.240278105,0,0,1.717652604,0.193435096
anything,0.04435,0.03689,0.02651,0.02344,0.03579,0.265600671,0.220924662,0.158761528,0.140376093,0.214337046,2.816924183,0.04517181
malfunctioned,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
pretty,0.04435,0.06036,0.09788,0.14706,0.06676,0.106505607,0.144953291,0.235056795,0.353161548,0.160322759,3.315842559,0.087215897
wire,0.04435,0.01006,0,0,0,0.815107517,0.184892483,0,0,0,1.184892483,0.315780143
making,0.04435,0.03018,0.02039,0.01812,0.02534,0.320494291,0.2180951,0.147347883,0.130943778,0.183118948,2.638097991,0.067338375
find,0.04435,0.07377,0.0938,0.07566,0.09491,0.115950744,0.192867787,0.24523517,0.197809093,0.248137206,3.26931423,0.0479236
whole,0.04435,0.01341,0.01223,0,0.01367,0.530121922,0.160291657,0.146186947,0,0.163399474,2.106263447,0.175950379
awhile,0.04435,0,0.0102,0,0,0.813015582,0,0.186984418,0,0,1.373968836,0.314946824
positive,0.04435,0.01677,0,0,0,0.725621728,0.274378272,0,0,0,1.274378272,0.283482038
based,0.04435,0.01677,0.03059,0.01598,0.01206,0.370354906,0.140041754,0.255448852,0.133444676,0.100709812,2.454112735,0.099978511
beauty,0.04435,0,0.0102,0,0.01247,0.661742763,0,0.152193375,0,0.186063862,2.048642196,0.243181442
became,0.04435,0.01341,0,0,0,0.76783241,0.23216759,0,0,0,1.23216759,0.297814842
welt,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
believe,0.04435,0.01341,0.0102,0.01492,0.02936,0.395135424,0.119476123,0.090876693,0.132929437,0.261582324,2.746347113,0.113807441
pops,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
bent,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
purchasing,0.04435,0.01677,0,0,0,0.725621728,0.274378272,0,0,0,1.274378272,0.283482038
best,0.04435,0.0503,0.0469,0.06181,0.19866,0.110317895,0.125118153,0.116660863,0.15374857,0.49415452,3.796303666,0.147825342
big,0.04435,0.0503,0.07748,0.08099,0.05429,0.144269868,0.163625126,0.252041248,0.263459224,0.176604535,3.164503432,0.04839771
obviously,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
things,0.04435,0.02683,0.02243,0.03197,0.02534,0.293864299,0.177776305,0.148621786,0.211834084,0.167903525,2.782136231,0.051213962
online,0.04435,0,0,0.01172,0.01528,0.621583742,0,0,0.164260687,0.214155571,2.349404345,0.227688616
dyer,0.04435,0.01006,0,0,0,0.815107517,0.184892483,0,0,0,1.184892483,0.315780143
easily,0.04435,0.04024,0.0469,0.05861,0.04786,0.186375861,0.169104051,0.197091948,0.246301899,0.20112624,3.106698605,0.025666195
easy,0.04435,0.04695,0.06525,0.21313,0.22319,0.074805607,0.079191054,0.110057854,0.359488589,0.376456896,3.883600115,0.137790909
ok,0.04435,0.04695,0.11623,0.02664,0.01247,0.179816737,0.190358417,0.471253649,0.108011677,0.05055952,2.659138826,0.144826223
oh,0.04435,0,0.0102,0,0.01086,0.678030882,0,0.155939459,0,0.166029659,1.975997554,0.249643281
takes,0.04435,0.07712,0.10603,0.07246,0.07842,0.117210212,0.203816269,0.280220942,0.191500608,0.207251969,3.167767852,0.051824595
switch,0.04435,0.12742,0.11419,0.08952,0.03539,0.107941685,0.310122423,0.277922457,0.217879135,0.0861343,2.864141943,0.089396478
every,0.04435,0.1006,0.05505,0.065,0.0945,0.123365786,0.279833102,0.153129346,0.180806676,0.26286509,3.179972184,0.061259103
supposed,0.04435,0.02012,0.02243,0.01705,0.01166,0.383617334,0.174033388,0.194014359,0.147478592,0.100856327,2.40792319,0.096967401
live,0.04435,0.02012,0,0.01172,0.01568,0.48274736,0.219005116,0,0.127571569,0.170675955,2.284423642,0.159005057
exact,0.04435,0,0.0102,0,0.01971,0.597225963,0,0.137355238,0,0.265418799,2.336385672,0.221807327
reason,0.04435,0.04695,0.05098,0.06927,0.01568,0.195176693,0.206618844,0.224354179,0.304845311,0.069004973,2.845883026,0.075911048
suddenly,0.04435,0.02683,0.0102,0,0,0.544974195,0.329687884,0.125337921,0,0,1.580363726,0.210428405
expected,0.04435,0.04024,0.10807,0.07033,0.0378,0.147445061,0.133781043,0.35928721,0.233817614,0.125669071,3.056484591,0.08853034
stylist,0.04435,0.01006,0,0.01385,0.02694,0.465861345,0.105672269,0,0.145483193,0.282983193,2.674054622,0.160896406
nozzle,0.04435,0.02012,0.03466,0.01918,0.0181,0.325122792,0.147496518,0.254086944,0.140605527,0.132688219,2.608239865,0.07667634
failed,0.04435,0.01006,0.0102,0,0,0.68642625,0.155703451,0.157870299,0,0,1.471444049,0.253119573
nothing,0.04435,0.0503,0.05505,0.01598,0.02131,0.237178459,0.268998342,0.29440077,0.085459115,0.113963314,2.570030483,0.084352167
strong,0.04435,0.05365,0.05709,0.05009,0.06997,0.161184808,0.194984554,0.207486825,0.182046157,0.254297656,3.173287298,0.031171789
february,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
feel,0.04435,0.06036,0.08768,0.06714,0.06475,0.136764524,0.186135439,0.270383619,0.207043296,0.199673122,3.146725052,0.042882444
still,0.04435,0.11066,0.15089,0.17477,0.13592,0.071927861,0.179470961,0.244716911,0.28344605,0.220438217,3.400995799,0.072394033
note,0.04435,0,0,0.01066,0,0.806217051,0,0,0.193782949,0,1.581348846,0.312261994
normal,0.04435,0.01677,0.02039,0.02131,0.01247,0.384682106,0.145459277,0.176858357,0.184838234,0.108162026,2.486338798,0.096209978
stay,0.04435,0.03689,0.03466,0.02131,0.01206,0.297112615,0.247136062,0.232196691,0.142761439,0.080793194,2.462986534,0.077686306
drier,0.04435,0.02347,0.02447,0.01598,0.02493,0.332957958,0.176201201,0.183708709,0.11996997,0.187162162,2.652177177,0.070822628
continues,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
controls,0.04435,0.02347,0.02243,0.02558,0.02212,0.321493295,0.170134107,0.162595143,0.185429503,0.160347952,2.693004712,0.061378009
TRUE,0.04435,0.01341,0.0102,0.01172,0,0.556601406,0.168298193,0.128012048,0.147088353,0,1.865587349,0.187697349
tried,0.04435,0.08383,0.02651,0.03517,0.04866,0.185938286,0.351458997,0.11114372,0.147450948,0.20400805,2.832131477,0.082231947
couple,0.04435,0.05365,0.03263,0.0373,0.02654,0.228055741,0.275878027,0.167789376,0.191803363,0.136473492,2.732760837,0.048342375
package,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
received,0.04435,0.04359,0.0469,0.0309,0.03137,0.225001268,0.221145553,0.237938207,0.156765258,0.159149713,2.803916595,0.0347836
crap,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
owned,0.04435,0.04359,0.03466,0.04263,0.06475,0.192842856,0.189538221,0.150708757,0.185363945,0.281546221,3.173232455,0.043484021
curls,0.04435,0,0.01223,0,0.0193,0.584475488,0,0.16117554,0,0.254348972,2.339746969,0.215537723
touching,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
own,0.04435,0.02012,0.02651,0.02451,0.03619,0.292391878,0.132647679,0.174775844,0.16159019,0.238594409,2.921347574,0.057747198
looked,0.04435,0.03353,0.03059,0.01705,0.03056,0.284149154,0.21482573,0.195989236,0.109238852,0.195797027,2.717708867,0.055807203
recommendation,0.04435,0,0,0,0,1,0,0,0,0,1,0.4
deal,0.04435,0.04024,0.01835,0.04263,0.02936,0.253529983,0.230034871,0.104899102,0.243697479,0.167838564,2.842279769,0.056134768
took,0.04435,0.0503,0.03466,0.04049,0.04383,0.207601929,0.235453822,0.162243131,0.189533305,0.205167814,2.949211253,0.023985837
died,0.04435,0.08383,0.06321,0.02451,0.03338,0.177912388,0.336288511,0.253570282,0.098323171,0.133905648,2.674021181,0.08560238
option,0.04435,0.01341,0.03263,0.02238,0.01568,0.345270533,0.104398599,0.254028805,0.174231218,0.122070845,2.623433243,0.089330007
opened,0.04435,0.01006,0.01223,0,0,0.665516206,0.150960384,0.183523409,0,0,1.518007203,0.244696424
through,0.04435,0.04695,0.04282,0.02771,0.03338,0.22719123,0.24051022,0.219353517,0.141949695,0.170995338,2.789047692,0.037325883
disappointing,0.04435,0.02683,0.02039,0,0,0.484328929,0.292999891,0.222671181,0,0,1.738342252,0.18439409
disappointment,0.04435,0.01006,0,0,0,0.815107517,0.184892483,0,0,0,1.184892483,0.315780143
though,0.04435,0.04359,0.06525,0.09697,0.04584,0.149831081,0.147263514,0.220439189,0.327601351,0.154864865,3.190405405,0.069332681
done,0.04435,0.02347,0.06117,0.05648,0.04786,0.190074144,0.100587151,0.262160888,0.242060601,0.205117216,3.171559594,0.055929765
seems,0.04435,0.07377,0.06933,0.11829,0.04906,0.125,0.207919955,0.195405862,0.333399098,0.138275085,3.152029312,0.073910914
down,0.04435,0.08048,0.08768,0.0746,0.07319,0.123091868,0.223369414,0.243352762,0.207049681,0.203136275,3.143769081,0.04098777
setting,0,0.23137,0.25488,0.22805,0.11863,0,0.277778445,0.306004106,0.273792516,0.142424934,3.280863938,0.114931789
powerful,0,0.11736,0.18148,0.16198,0.20308,0,0.17677361,0.273354421,0.243982527,0.305889441,3.678987799,0.108689809
speed,0,0.11066,0.15293,0.1087,0.08405,0,0.242494631,0.335122935,0.238199588,0.184182846,3.364070649,0.111151601
since,0,0.11066,0.10195,0.09591,0.09249,0,0.275953218,0.254233062,0.239171093,0.230642627,3.42450313,0.10117654
travel,0,0.1006,0.11623,0.11509,0.15965,0,0.204650406,0.236446488,0.234127388,0.324775719,3.679028419,0.107780918
how,0,0.09724,0.09788,0.09697,0.12989,0,0.230437461,0.231954121,0.229797621,0.307810797,3.614981753,0.104363376
until,0,0.09724,0.06525,0.01279,0.02252,0,0.491607685,0.329878665,0.064661274,0.113852376,2.800758342,0.183107342
different,0,0.09389,0.06525,0.06394,0.06193,0,0.329427038,0.228939335,0.224343006,0.217290621,3.329497211,0.108148408
price,0,0.08718,0.18556,0.27814,0.25576,0,0.108077953,0.230040663,0.344813052,0.317068333,3.870871764,0.129636352
make,0,0.08718,0.0836,0.08845,0.08324,0,0.254562443,0.244108973,0.258270797,0.243057786,3.489823926,0.100171973
wouldn,0,0.08718,0.05913,0.0341,0.02051,0,0.433904041,0.294296237,0.169719291,0.10208043,2.93997611,0.151068226
wanted,0,0.07377,0.0836,0.05968,0.0744,0,0.253113742,0.286841654,0.204769257,0.255275347,3.46220621,0.103383415
liked,0,0.07042,0.05302,0.03836,0.0374,0,0.353514056,0.266164659,0.192570281,0.187751004,3.214558233,0.116747219
retractable,0,0.07042,0.11419,0.09484,0.07962,0,0.196117749,0.318015986,0.264126772,0.221739494,3.511488011,0.108192138
already,0,0.07042,0.03466,0.02558,0.02011,0,0.467069046,0.229886582,0.1696624,0.133381973,2.969357299,0.153347588
thick,0,0.06706,0.10195,0.11189,0.14799,0,0.156357108,0.237706638,0.260882744,0.34505351,3.794632656,0.116682237
put,0,0.06706,0.07137,0.0746,0.05509,0,0.25011189,0.266186782,0.278233627,0.205467701,3.439057139,0.102997367
keep,0,0.06706,0.07545,0.06074,0.05751,0,0.257171345,0.289346526,0.232934499,0.22054763,3.416858414,0.102721225
most,0,0.06706,0.07545,0.0714,0.07038,0,0.235885891,0.265398009,0.251151993,0.247564107,3.510394316,0.100442588
gets,0,0.06706,0.11011,0.09697,0.09651,0,0.180925401,0.29707271,0.261621476,0.260380413,3.6014569,0.106985935
dries,0,0.06371,0.10807,0.16731,0.26099,0,0.106169177,0.180092654,0.278812825,0.434925343,4.042494334,0.14872922
concentrator,0,0.06371,0.01835,0.0309,0.0189,0,0.483163962,0.139162748,0.234339451,0.143333839,3.037843167,0.160170692
bonnet,0,0.06371,0.05709,0.0373,0.01367,0,0.370902952,0.332363044,0.217150841,0.079583164,3.005414217,0.142493621
medium,0,0.06371,0.05302,0.06927,0.04665,0,0.273844831,0.227895981,0.297743391,0.200515796,3.424930153,0.105626968
right,0,0.06371,0.05913,0.07673,0.08686,0,0.222427818,0.206437873,0.267883951,0.303250358,3.651956848,0.10565351
take,0,0.06036,0.07341,0.06927,0.07641,0,0.215995706,0.262694579,0.247879764,0.273429952,3.578743961,0.101853721
away,0,0.06036,0.0367,0.04049,0.04343,0,0.333517516,0.202784838,0.223726379,0.239971268,3.370151398,0.109540244
makes,0,0.057,0.09176,0.065,0.0929,0,0.185873606,0.299223896,0.21196113,0.302941368,3.63197026,0.110258723
lot,0,0.057,0.09788,0.10443,0.10737,0,0.155448893,0.266935748,0.284798735,0.292816625,3.714983092,0.111598339
nice,0,0.05365,0.13866,0.1769,0.1874,0,0.096387057,0.249115179,0.317816784,0.33668098,3.894791685,0.130927787
d,0,0.05365,0.07748,0.05435,0.04062,0,0.237284387,0.34268023,0.240380363,0.17965502,3.362406015,0.112953323
super,0,0.05365,0.05098,0.0309,0.07681,0,0.252660827,0.240086653,0.145521334,0.361731186,3.616322878,0.121247684
looks,0,0.05365,0.03874,0.065,0.06273,0,0.243730692,0.175994912,0.295293476,0.284980919,3.621524623,0.108435438
mount,0,0.05365,0.01835,0.05648,0.0378,0,0.322648545,0.110356026,0.33966803,0.2273274,3.471674284,0.129098918
many,0,0.05365,0.04486,0.05222,0.0756,0,0.237043255,0.198206159,0.230725047,0.334025538,3.661732868,0.109801907
fast,0,0.05365,0.04894,0.11509,0.18579,0,0.132971472,0.121297742,0.285250452,0.460480333,4.073239646,0.158621885
sure,0,0.05365,0.06933,0.07353,0.04464,0,0.222475638,0.287497408,0.304913954,0.185113,3.452664317,0.108985789
quiet,0,0.05365,0.09788,0.08632,0.12225,0,0.148986393,0.271813385,0.239711191,0.339489031,3.76970286,0.117297672
